	name	city	fulladdress	lat	long	location	cityalias	display_address	pincode	storemap_link	store_status
312073	SURYA	PATNA	45, Maharaja Kameshwar Complex, Fraser Road, Patna - 800001	25°36'27.3"N	85°08'17.2"E	25°36'27.3"N,85°08'17.2"E	PATNA	45, Maharaja Kameshwar Complex, Fraser Road, Patna - 800001	800001		
312099	FAREEHA ENTERPRISES	MUZAFFARPUR	PETER ENGLAND SHOWROOM, SHOP NO 12, 2nd floor, GRAND MALL, MITHANPURA,MUZAFFARPUR	26°06'37.2"N	85°23'46.1"E	26°06'37.2"N,85°23'46.1"E	MUZAFFARPUR	PETER ENGLAND SHOWROOM, SHOP NO 12, 2nd floor, GRAND MALL, MITHANPURA,MUZAFFARPUR	842002		
312189	SAKET DRESSES	PATNA	LG - 22, N. P. Centre, New Dakbunglow Road, Patna - 800001	25°36'36.1"N	85°08'20.1"E	25°36'36.1"N,85°08'20.1"E	PATNA	LG - 22, N. P. Centre, New Dakbunglow Road, Patna - 800001	800001		
312466	JAY SHREE FASHION	BIHAR SHARIF	Peter England, Tata batteries, Near Shree Leathers, Baisasur, Ranchi Road, Bihar Sharif, 803101	25°12'06.4"N	85°31'03.0"E	25°12'06.4"N,85°31'03.0"E	BIHAR SHARIF	Peter England, Tata batteries, Near Shree Leathers, Baisasur, Ranchi Road, Bihar Sharif, 803101	803101		
312891	MARDA COLLECTIONS PVT. LTD.	BEGUSARAI	PETER ENGLAND SHOWROOM, Near Kotak Mahindra Bank, Dak Bunglow Rd, Chitragupta Nagar, Begusarai, Bihar 851101	25°24'47.5"N	86°08'27.8"E	25°24'47.5"N,86°08'27.8"E	BEGUSARAI	PETER ENGLAND SHOWROOM, Near Kotak Mahindra Bank, Dak Bunglow Rd, Chitragupta Nagar, Begusarai, Bihar 851101	851101		
313130	MARDA ENTERPRISES PVT. LTD.	PURNEA	PETER ENGLAND SHOWROOM, Chitrabani road, Bhatta Durga Bari, Bhatta Bazar, Navratan Hatta, Purnea, Bihar 854301	25°46'19.8"N	87°28'41.6"E	25°46'19.8"N,87°28'41.6"E	PURNEA	PETER ENGLAND SHOWROOM, Chitrabani road, Bhatta Durga Bari, Bhatta Bazar, Navratan Hatta, Purnea, Bihar 854301	854301		
316143	B . M . APPARELS	KOLKATA	2nd Floor, Metrolpolis Mall EM Byepass Road 700094	22°29'00.6"N 	88°23'26.3"E	22°29'00.6"N ,88°23'26.3"E	KOLKATA	2nd Floor, Metrolpolis Mall EM Byepass Road 700094	700094		
316123	JASODA FASHION	KOLKATA	Jasoda Fashion, Opp Dhoba pukur, Close to SP Mukherjee Road, Chetna Cinema Hall  700028	22°38'04.8"N 	88°24'57.7"E	22°38'04.8"N ,88°24'57.7"E	KOLKATA	Jasoda Fashion, Opp Dhoba pukur, Close to SP Mukherjee Road, Chetna Cinema Hall  700028	700028		
316298	KHUSHI FASHION  BERHAMPORE	BERHAMPORE	Peter England Showroom, KHAGRA ROAD, Berhampore	24°06'25.4"N 	88°15'00.9"E	24°06'25.4"N ,88°15'00.9"E	BERHAMPORE	Peter England Showroom, KHAGRA ROAD, Berhampore	742101		
316382	M/S. KUMARESH	MEDNIPUR	Collectorate Road, Near Punjab National Bank, Midnapore, West Bengal 721101	22°25'21.5"N 	87°19'00.7"E	22°25'21.5"N ,87°19'00.7"E	MEDNIPUR	Collectorate Road, Near Punjab National Bank, Midnapore, West Bengal 721101	721101		
316116	ROSHNI ENTERPRISE	MADHYAMGRAM	Sodpur Barasat Road,Bose Nagar,CTC Bus Stop, Basunagar, Madhyamgram, Kolkata, West Bengal 700129	22°41'37.8"N 	88°27'41.2"E	22°41'37.8"N ,88°27'41.2"E	MADHYAMGRAM	Sodpur Barasat Road,Bose Nagar,CTC Bus Stop, Basunagar, Madhyamgram, Kolkata, West Bengal 700129	700129		
316024	MARDA ENTERPRISES PVT. LTD. (APD)	ALIPURDUAR	PURANA BAZAAR, NEAR AXIS BANK, PURANA BAZAAR,ALIPURDUAR  736121	26°29'03.8"N 	89°31'35.6"E	26°29'03.8"N ,89°31'35.6"E	ALIPURDUAR	PURANA BAZAAR, NEAR AXIS BANK, PURANA BAZAAR,ALIPURDUAR  736121	736121		
316079	MARDA ENTERPRISES PVT. LTD(CON	CONTI	HATABARI, CONTI, WEST MIDNAPORE, WEST BENGAL, 721401	21°46'40.0"N 	87°44'44.6"E	21°46'40.0"N ,87°44'44.6"E	CONTI	HATABARI, CONTI, WEST MIDNAPORE, WEST BENGAL, 721401	721401		
316028	MARDA ENTERPRISES PVT. LTD(KNP	KANCHARAPARA	Near Poly Clinic Nursing home, Calcuta, 76, Kabi Guru Rabindra Path, Kanchrapara Loco, Kanchrapara, West Bengal 743145	22°56'51.2"N	 88°26'47.7"E	22°56'51.2"N, 88°26'47.7"E	KANCHARAPARA	Near Poly Clinic Nursing home, Calcuta, 76, Kabi Guru Rabindra Path, Kanchrapara Loco, Kanchrapara, West Bengal 743145	743145		
316618	ROSHNI ENTERPRISE(RANAGHAT)	RANAGHAT	SV SARANI STATION ROAD OPP. PNB BANK RANAGHAT, NADIA 741201 	23°10'32.0"N 	88°34'01.1"E	23°10'32.0"N ,88°34'01.1"E	RANAGHAT	SV SARANI STATION ROAD OPP. PNB BANK RANAGHAT, NADIA 741201 	741201		
316131	ROSHNI ENTERPRISE(BASIRHAT)	BASIRHAT	ITINDA  RAOAD,JAMRULTALA UBI BANK, ITINDA ROAD, ITINDA  RAOAD,JAMRUL, BASHIRHAT, WEST BENGAL, 743411	22°39'45.7"N 	88°51'53.6"E	22°39'45.7"N ,88°51'53.6"E	BASIRHAT	ITINDA  RAOAD,JAMRULTALA UBI BANK, ITINDA ROAD, ITINDA  RAOAD,JAMRUL, BASHIRHAT, WEST BENGAL, 743411	743411		
316623	ROSHNI ENTERPRISE(KALNA)	KALNA	STATION ROAD KALNA, KALNA, BURDWAN, WEST BENGAL, 713409	23°13'06.5"N 	88°21'22.4"E	23°13'06.5"N ,88°21'22.4"E	KALNA	STATION ROAD KALNA, KALNA, BURDWAN, WEST BENGAL, 713409	713409		
316026	MARDA ENTERPRISES PVT. LTD(SILIGURI)	SILIGURI	PETER ENGLAND SHOWROOM, COSMOS MALL, 2nd Mile, Sevoke Rd, Siliguri, West Bengal 734001	26°44'20.3"N 	88°26'03.8"E	26°44'20.3"N ,88°26'03.8"E	SILIGURI	PETER ENGLAND SHOWROOM, COSMOS MALL, 2nd Mile, Sevoke Rd, Siliguri, West Bengal 734001	734001		
316027	MARDA ENTERPRISES PVT. LTD(HWH)	HOWRAH	550, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711101	22°34'51.4"N 	88°19'56.9"E	22°34'51.4"N ,88°19'56.9"E	HOWRAH	550, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711101	711101		
316629	ROSHNI ENTERPRISE(BAGULA)	BAGULA	COLLEGE PARA, BAGULA COLLEGE PARA, Nadia, WEST BENGAL, 741502	23°20'13.1"N 	88°38'38.4"E	23°20'13.1"N ,88°38'38.4"E	BAGULA	COLLEGE PARA, BAGULA COLLEGE PARA, Nadia, WEST BENGAL, 741502	741502		
316091	ROSHNI ENTERPRISE(SANTIPUR)	SANTIPUR	PETER ENGLAND SHOWROOM, R. N. Tagore Rd, Santipur, West Bengal 741404	23°15'30.0"N 	88°26'11.1"E	23°15'30.0"N ,88°26'11.1"E	SANTIPUR	PETER ENGLAND SHOWROOM, R. N. Tagore Rd, Santipur, West Bengal 741404	741404		
SMTC000001	SUN CITY	Bhubaneswar	47, Ashok Nagar, Janpath, Bhubaneshwar, Orissa	20.1542	85.502	20.1542,85.502	Bhubaneswar	47, Ashok Nagar, Janpath, Bhubaneshwar, Orissa	751009		
SMTC000006	AMRITA	Cuttack	Mangala bag, MANGLABAGH, Cuttack, ODISHA, 753003	20.47074	85.88719	20.47074,85.88719	Cuttack	Mangala bag, MANGLABAGH, Cuttack, ODISHA, 753003	753003		
SMTC000007	GOVIND APPARELS	Cuttack	Barapathora, BUXI BAZAR, BUXI BAZAR, Cuttack, ODISHA, 753001	20.28191	85.52229	20.28191,85.52229	Cuttack	Barapathora, BUXI BAZAR, BUXI BAZAR, Cuttack, ODISHA, 753001	753001		
SMTC000008	JAGDAMBA NX LIFE STYLE (CTC)	Cuttack	Dolamundai square, BAJRAKABATI, KRISHNA ARCADE, Cuttack, ODISHA, 753001	20.46344	85.88467	20.46344,85.88467	Cuttack	Dolamundai square, BAJRAKABATI, KRISHNA ARCADE, Cuttack, ODISHA, 753001	753001		
SMTC000013	RIDHI SIDHI	Sambalpur	Besides Hotel Saket, V.S.S Marg, Sambalpur, Orissa	21.46737	83.9774	21.46737,83.9774	Sambalpur	Besides Hotel Saket, V.S.S Marg, Sambalpur, Orissa	768001		
SMTC000192	MVAR Enterprises	Rourkela	PETER ENGLAND SHOWROOM., UDIT NAGAR, ROURKELA, ODISHA, 769004	22.226639	84.843884	22.226639,84.843884	Rourkela	PETER ENGLAND SHOWROOM., UDIT NAGAR, ROURKELA, ODISHA, 769004	769012		
SMTC000017	NEW  EMPORIUM.	Bhadrak	Thana chowk, THANA CHOWK, NAYA BAZAR, Bhadrak, ODISHA, 756100	21.0653	86.49804	21.0653,86.49804	Bhadrak	Thana chowk, THANA CHOWK, NAYA BAZAR, Bhadrak, ODISHA, 756100	756100		
SMTC000018	SAGAR BAZAR  ( EBO )	Berhampur	City Mall, Telephone Bhawan Road, Behrampur, Orissa	19.310736	84.791101	19.310736,84.791101	Berhampur	City Mall, Telephone Bhawan Road, Behrampur, Orissa	760001		
SMTC000076	JAGADAMBA GARMENTS	Angul	DAILY MARKET, LAXMI BAZAR, Not assigned, ANGUL, ODISHA, 759122	20.83765	85.09321	20.83765,85.09321	Angul	DAILY MARKET, LAXMI BAZAR, Not assigned, ANGUL, ODISHA, 759122	759122		
SMTC000081	RAJ KUMAR AGENCY	Bolangir	ABSS Road, Balangir, Orissa	20.70557	83.4919	20.70557,83.4919	Bolangir	ABSS Road, Balangir, Orissa	767001		
SMTC000088	L.D. TRADING CO.	Bhawanipatna	GROUND FLOOR,MAHAVIR PARA, BHAWANIPATNA, K.G.N TOWER, BHAWANIPATNA, ODISHA, 766001	19.90934	83.16326	19.90934,83.16326	Bhawanipatna	GROUND FLOOR,MAHAVIR PARA, BHAWANIPATNA, K.G.N TOWER, BHAWANIPATNA, ODISHA, 766001	766001		
SMTC000155	DEVYAM AGENCIES	Cuttack	Peter England Showroom,Sector-9 CDA, Cuttack, Orissa	20.2844	85.4934	20.2844,85.4934	Cuttack	Peter England Showroom,Sector-9 CDA, Cuttack, Orissa	753014		
SMTC000182	JAGADAMBA NX LIFE STYLE (BBSR)	Bhubaneswar	First Floor ,DN Regallia Mall, Service Rd, Kalinga, Patrapada, Bhubaneswar, Odisha 751019	20.24099	85.75819	20.24099,85.75819	Bhubaneswar	First Floor ,DN Regallia Mall, Service Rd, Kalinga, Patrapada, Bhubaneswar, Odisha 751019	751019		
SMTC000184	SUSHILA TRADING CO (EBO)	CUTTACK	Plot no 2/b/3A, Link Road, Cuttack 753012	20.4484	85.896141	20.4484,85.896141	CUTTACK	Plot no 2/b/3A, Link Road, Cuttack 753012	753012		
SMTC000188	JAGADAMBA NX LIFE STYLE ( DHENKANAL)	DHENKANAL	PETER ENGLAND SHOWROOM, KANCHAN BAZAR,  PIN CODE:- 759013, DHENKANAL, (ODISHA)	20.66121	85.59717	20.66121,85.59717	DHENKANAL	PETER ENGLAND SHOWROOM, KANCHAN BAZAR,  PIN CODE:- 759013, DHENKANAL, (ODISHA)	759001		
SMTC000190	JAGADAMBA NX LIFE STYLE (PATIA)	Bhubaneswar	PETER ENGLAND SHOWROOM, Sishu Vihar, Patia, Bhubaneswar, Odisha 751024	20.34505	85.82348	20.34505,85.82348	Bhubaneswar	PETER ENGLAND SHOWROOM, Sishu Vihar, Patia, Bhubaneswar, Odisha 751024	751024		
SMTC000191	JAGADAMBA NX LIFE STYLE (NAYAGARH)	Nayagarh	At Po- Sinduria, Main Road, Nayagarh, Odisha . 752069	20.127028	85.105057	20.127028,85.105057	Nayagarh	At Po- Sinduria, Main Road, Nayagarh, Odisha . 752069	752069		
VGC000003	VISHAL GARMENTS	GUWAHATI	DR AYAZ ARCADE, KAMARPATTY, FANCY BAZAR	26°10'57.6"N	91°44'26.5"E	26°10'57.6"N,91°44'26.5"E	GUWAHATI	DR AYAZ ARCADE, KAMARPATTY, FANCY BAZAR	781001		
VGC000004	SARASWATI GARMENTS	BARPETA ROAD	PETER ENGLAND SHOWROOM, KANDARPA BHAWAN, MAIN ROAD, BARPETA ROAD, 781315	26°29'59.9"N	90°58'05.4"E	26°29'59.9"N,90°58'05.4"E	BARPETA ROAD	PETER ENGLAND SHOWROOM, KANDARPA BHAWAN, MAIN ROAD, BARPETA ROAD, 781315	781315		
VGC000008	DESTINNY	JORHAT	C/O WOOL HOUSE   PETERENGLAND SHOWROOM, GARALI, JORHAT	26°45'39.5"N	94°12'47.6"E	26°45'39.5"N,94°12'47.6"E	JORHAT	C/O WOOL HOUSE   PETERENGLAND SHOWROOM, GARALI, JORHAT	785001		
VGC000014	SHRIMAN	IMPHAL	PETER ENGLAND SHOWROOM, POANA BAZAR, IMPHAL	24°48'17.7"N	93°56'04.3"E	24°48'17.7"N,93°56'04.3"E	IMPHAL	PETER ENGLAND SHOWROOM, POANA BAZAR, IMPHAL	795001		
VGC000122	DHAKESWARI BASTRALAYA	MANGALDOI	DHAKESWARI BASTRALAYA, MAIN ROAD , MANGALDOI	26°26'23.4"N	92°01'51.6"E	26°26'23.4"N,92°01'51.6"E	MANGALDOI	DHAKESWARI BASTRALAYA, MAIN ROAD , MANGALDOI	784125		
VGC000030	STYLE ZONE	AGARTALA	1,MANTRIBARI ROAD, MANTRIBARI AGARTALA, PETER ENGLAND SHOWRO, AGARTALA, TRIPURA	23°49'51.8"N	91°16'42.8"E	23°49'51.8"N,91°16'42.8"E	AGARTALA	1,MANTRIBARI ROAD, MANTRIBARI AGARTALA, PETER ENGLAND SHOWRO, AGARTALA, TRIPURA	799001		
VGC000050	NRPL	SILCHAR	PETER ENGLAND SHOWROOM, GOLDIGI MALL, NAZIRPATTY, SILCHAR, 788001	24°49'22.2"N	92°47'58.8"E	24°49'22.2"N,92°47'58.8"E	SILCHAR	PETER ENGLAND SHOWROOM, GOLDIGI MALL, NAZIRPATTY, SILCHAR, 788001	788001		
VGC000074	S.B.TRADE CENTRE	TEZPUR	MAHABHAIRAB, TEZPUR, ASSAM 784001	26°37'30.2"N	92°47'48.8"E	26°37'30.2"N,92°47'48.8"E	TEZPUR	MAHABHAIRAB, TEZPUR, ASSAM 784001	784001		
VGC000077	S.S.ENTERPRISES	GUWAHATI	PETER ENGLAND SHOWROOM, ZOO ROAD, GUWAHATI	26°10'14.9"N	91°46'42.0"E	26°10'14.9"N,91°46'42.0"E	GUWAHATI	PETER ENGLAND SHOWROOM, ZOO ROAD, GUWAHATI	781021		
VGC000096	MAHAVIR COLLECTION	DHARMANAGAR	POWER HOUSE QUATER COMPLEX, DHARMANAGAR, TRIPURA 799253	24°22'51.6"N	92°09'46.5"E	24°22'51.6"N,92°09'46.5"E	DHARMANAGAR	POWER HOUSE QUATER COMPLEX, DHARMANAGAR, TRIPURA 799253	799253		
VGC000100	S.J.ENTERPRISE	GUWAHATI	A.T.ROAD,MALIGAON, MALIGAON, TEWARI MARKET, GUWAHATI, ASSAM, 781012	26°09'33.0"N	91°41'48.2"E	26°09'33.0"N,91°41'48.2"E	GUWAHATI	A.T.ROAD,MALIGAON, MALIGAON, TEWARI MARKET, GUWAHATI, ASSAM, 781012	781012		
VGC000106	SIDHA MERCANTILE	BIJOYNAGAR	Peter England Showroom, Goalpara - Guwahati Road, Bijoynagar, Assam 781122	26°06'06.3"N	91°30'24.5"E	26°06'06.3"N,91°30'24.5"E	BIJOYNAGAR	Peter England Showroom, Goalpara - Guwahati Road, Bijoynagar, Assam 781122	781122		
VGC000108	ARIHANT MARKETING	GUWAHATI	PETER ENGLAND SHOWROOM, G.S. ROAD ABOVE NAYANTARA SUPERMARKET, SIX MILE, BORMOTORIA, GUWAHATI, ASSAM 781022	26°07'57.7"N	91°48'25.0"E	26°07'57.7"N,91°48'25.0"E	GUWAHATI	PETER ENGLAND SHOWROOM, G.S. ROAD ABOVE NAYANTARA SUPERMARKET, SIX MILE, BORMOTORIA, GUWAHATI, ASSAM 781022	781022		
VGC000109	FEMME ZONE	AGARTALA	Peter England Showroom, JAGANNATH BARI ROAD,AGARTALA,TRIPURA-799001	23°50'10.4"N	91°16'46.3"E	23°50'10.4"N,91°16'46.3"E	AGARTALA	Peter England Showroom, JAGANNATH BARI ROAD,AGARTALA,TRIPURA-799001	799001		
VGC000112	VISHAL GARMENTS KP	GUWAHATI	1/283,363, A.K.AZAD ROAD, KALA PAHAR, KAHILIPARA, GUWAHATI, ASSAM, 781019	26°08'54.0"N	91°44'27.5"E	26°08'54.0"N,91°44'27.5"E	GUWAHATI	1/283,363, A.K.AZAD ROAD, KALA PAHAR, KAHILIPARA, GUWAHATI, ASSAM, 781019	781019		
VGC000113	MS FERN	DIMAPUR	CHURCH RD, N.S.T. COLONY, DIMAPUR, NAGALAND 797112	25°54'31.3"N	93°43'17.0"E	25°54'31.3"N,93°43'17.0"E	DIMAPUR	CHURCH RD, N.S.T. COLONY, DIMAPUR, NAGALAND 797112	797112		
316072	4TH AVENUE	DELHI	74, Khanna Market, Lodhi Colony, New Delhi-110003	28.5839504	77.2184179	28.5839504,77.2184179	DELHI	74, Khanna Market, Lodhi Colony, New Delhi-110003	110003		
312992	CRAZE GARMENTS	DELHI	E-77,MAIN MARKET LAXMI NAGAR 	28.6327978	77.2776478	28.6327978,77.2776478	DELHI	E-77,MAIN MARKET LAXMI NAGAR 	110092		
312990	NEW TYAGI SELECTION	DELHI	416MAIN MARKETNEAR JAWAHAR CHOWK,NAJAFGARH,NEWDELHI-110043	28.6128349	76.9819116	28.6128349,76.9819116	DELHI	416MAIN MARKETNEAR JAWAHAR CHOWK,NAJAFGARH,NEWDELHI-110043	110043		
312994	AARKAY INNOVATIONS LIMITED Uttam Nagar	DELHI	WZ 168-AMAIN NAJAFGARH ROAD,UTTAM NAGAR,NEWDELHI-110059	28.6823272	77.2830423	28.6823272,77.2830423	DELHI	WZ 168-AMAIN NAJAFGARH ROAD,UTTAM NAGAR,NEWDELHI-110059	110059		
314399	BANSAL SELECTIONS	DELHI	L-71 A DILSHAD GARDEN DELHI-110095	28.682249	77.323021	28.682249,77.323021	DELHI	L-71 A DILSHAD GARDEN DELHI-110095	110095		
313033	VAIBHAV APPARELS Rohtas nagar	DELHI	Rohtash nagar west,House no:1/9529(hall on ground floor),Road no.pratap pura,-,NEWDELHI-110032	28.6227555	77.0576567	28.6227555,77.0576567	DELHI	Rohtash nagar west,House no:1/9529(hall on ground floor),Road no.pratap pura,-,NEWDELHI-110032	110032		
314007	NEW TYAGI SELECTION NEW	DELHI	Property no.8 Ground Floor Rati Ram Park, Najafgarh NEW DELHI -110043	28.6126461	76.9862146	28.6126461,76.9862146	DELHI	Property no.8 Ground Floor Rati Ram Park, Najafgarh NEW DELHI -110043	110043		
313014	AARKAY INNOVATIONS LIMITED (MAHAVIR)	DELHI	Palam, Mahavir Enclave, New Delhi-110045	28.5999089	77.0796154	28.5999089,77.0796154	DELHI	Palam, Mahavir Enclave, New Delhi-110045	110045		
SFAC000002	AJAY GARMENTS	ROHTAK	DELHI ROAD, ROHTAK,124001	28.889026	76.607674	28.889026,76.607674	ROHTAK	DELHI ROAD, ROHTAK,124001	124001		
SFAC000086	NARANG MEDICAL HALL(CANTT)	AMBALA CANTT	5557, NICHOLSON ROAD, AMBALA CANTT,133001	30.369492	76.784496	30.369492,76.784496	AMBALA CANTT	5557, NICHOLSON ROAD, AMBALA CANTT,133001	133001		
SFAC000041	NARANG MEDICAL HALL(CITY)	AMBALA	1,JAIN NAGAR"; Ambala City,134003	30.369635	 76.784426	30.369635, 76.784426	AMBALA	1,JAIN NAGAR"; Ambala City,134003	134003		
SFAC000200	SHYAM UNIQUE RETAILERS	GURGAON	SCO -55, Civil Line Gurgaon,122003	28.458779	77.033153	28.458779,77.033153	GURGAON	SCO -55, Civil Line Gurgaon,122003	122003		
SFAC000202	SHYAM UNIQUE RETAILERS	SIRSA	PNB Street , Near Geeta Bhawan Sirsa,125055	29.53359	75.031271	29.53359,75.031271	SIRSA	PNB Street , Near Geeta Bhawan Sirsa,125055	125055		
SFAC000270	SHYAM UNIQUE RETAILERS (HISAR)	HISAR	45,MODAL TOWN  GOVT. HIGH SCHOOL HISAR,125011	29.136715	75.743156	29.136715,75.743156	HISAR	45,MODAL TOWN  GOVT. HIGH SCHOOL HISAR,125011	125011		
SFAC000140	SHYAM UNIQUE RETAILERS(KARNAL)	KARNAL	Opp. Randheer Cinema Kunjpura Road Karnal,132001	29.694004	76.994361	29.694004,76.994361	KARNAL	Opp. Randheer Cinema Kunjpura Road Karnal,132001	132001		
SFAC000134	SHYAM UNIQUE RETAILERS(PANIPAT)	PANIPAT	Shop No.-14 ,Mittal Mega Mall Panipat,132103	29.376239	 76.983589	29.376239, 76.983589	PANIPAT	Shop No.-14 ,Mittal Mega Mall Panipat,132103	132103		
SFAC000148	SHYAM UNIQUE RETAILERS(REWARI)	REWARI	SCO - 14 Brass Market Rewari,123401	28.191072	76.61314	28.191072,76.61314	REWARI	SCO - 14 Brass Market Rewari,123401	123401		
SFAC000027	TRIPPLE R.K	YAMUNANAGAR	SHOP NO.10, NEHRU PARK Yamunanagar,135001	30.135966	 77.289385	30.135966, 77.289385	YAMUNANAGAR	SHOP NO.10, NEHRU PARK Yamunanagar,135001	135001		
SFAC000223	SHYAM UNIQUE RETAILERS	PALWAL	Shop no-7,Near Union Bank Of India Agra Choke Palwal. ,121105	28.135441	77.330171	28.135441,77.330171	PALWAL	Shop no-7,Near Union Bank Of India Agra Choke Palwal. ,121105	121105		
SFAC000230	SHYAM UNIQUE RETAILERS	JIND	SCF 30, DIWAN KHANA MARKET,RANI TALAB,NEAR CANRA BANK,JIND,126102	29.3135088	76.3143114	29.3135088,76.3143114	JIND	SCF 30, DIWAN KHANA MARKET,RANI TALAB,NEAR CANRA BANK,JIND,126102	126102		
SFAC000236	SHYAM UNIQUE RETAILERS (SONIPAT)	SONIPAT	SHOP NO -1068, SUBHASH  CHOWK SONIPAT . HARYANA  131023	29.03285	77.043751	29.03285,77.043751	SONIPAT	SHOP NO -1068, SUBHASH  CHOWK SONIPAT . HARYANA  131023	131023		
SFAC000231	TRIPPLE R K	KURUKSHETRA	172/10,NEW COLONY NEAR INDRI CHOWK ,LADWA KURUKSHETRA,136132	29.995606	77.047772	29.995606,77.047772	KURUKSHETRA	172/10,NEW COLONY NEAR INDRI CHOWK ,LADWA KURUKSHETRA,136132	136132		
SFAC000221	SINGLA STORE	BAHADURGARH	OPP. PILAR NO. -838 , AZAD  SINGH RATHEE PLAZA, NEAR ROHTAK ROAD ,BAHADURGARH-124507	28.691223	 76.932758	28.691223, 76.932758	BAHADURGARH	OPP. PILAR NO. -838 , AZAD  SINGH RATHEE PLAZA, NEAR ROHTAK ROAD ,BAHADURGARH-124507	124507		
SFAC000269	C M B APPARELS	Mohindergarh	FIRST BUILDING ,DADRI ROAD  IPS SCHOOL  MAHENDER GHAR 123029	28.274985	76.139709	28.274985,76.139709	Mohindergarh	FIRST BUILDING ,DADRI ROAD  IPS SCHOOL  MAHENDER GHAR 123029	123029		
316404	M/S GEN -X CREATIONS	FARRUKKHABAD	To GEN-X CREATIONS (PETER ENGLAND SHOWROOM), 2/133, Nehru Road, Opposite Imerial Restaurant Pincode-209625	27.390613	79.580379	27.390613,79.580379	FARRUKKHABAD	To GEN-X CREATIONS (PETER ENGLAND SHOWROOM), 2/133, Nehru Road, Opposite Imerial Restaurant Pincode-209625	209625		
MAPC000286	Marda Estates Pvt .Ltd.JJNU-2	Jhunjhunu	RAMESHWARAM COMPLEX SAHA MARKET STATION ROAD  333001	28.12333333	75.39916667	28.12333333,75.39916667	Jhunjhunu	RAMESHWARAM COMPLEX SAHA MARKET STATION ROAD  333001	333001		
MAPC000287	Marda Estates Pvt .Ltd.Behror	Bheror	Abhinandan bus stand Road Behror 301701	27.89444444	76.28555556	27.89444444,76.28555556	Bheror	Abhinandan bus stand Road Behror 301701	301701		
MAPC000298	Marda Estates Gopalpura	JAIPUR	SHOP NO. 5,6 NEAR TRIVENI PULIYA GOPAPURA302018	26.86722222	75.785	26.86722222,75.785	JAIPUR	SHOP NO. 5,6 NEAR TRIVENI PULIYA GOPAPURA302018	302018		
MAPC000295	Marda Estates Vidhyadharnagar	JAIPUR	G-15 GALAXY PLAZA CENTRAL SPINE VIDHYADHAR NAGAR 302023	26.96111111	75.77916667	26.96111111,75.77916667	JAIPUR	G-15 GALAXY PLAZA CENTRAL SPINE VIDHYADHAR NAGAR 302023	302023		
MAPC000270	Marda Estates Pvt Ltd Bhiwadi	Bhiwadi	UGF-50, GENESIS MALL, ALWAR BYEPASS ROAD, BHIWADI-301019	28.20111111	76.84805556	28.20111111,76.84805556	Bhiwadi	UGF-50, GENESIS MALL, ALWAR BYEPASS ROAD, BHIWADI-301019	301019		
MAPC000279	Marda Estates Chittorgarh	Chittorgarh	16/17, KAILASH NAGAR, MAHARANA PRATAP SETU MARG, CHITTORGARH-312001	24.87861111	74.6225	24.87861111,74.6225	Chittorgarh	16/17, KAILASH NAGAR, MAHARANA PRATAP SETU MARG, CHITTORGARH-312001	312001		
MAPC000276	Marda Estates Pvt Ltd KG	Kishangarh	OPP, LAXMI NARAYAN MANDIR, NEAR MAYA BAZAR, HP AGENCY GALI, KISHANGARH-305801	26.58083333	74.845	26.58083333,74.845	Kishangarh	OPP, LAXMI NARAYAN MANDIR, NEAR MAYA BAZAR, HP AGENCY GALI, KISHANGARH-305801	305801		
MAPC000294	Marda Estates Kota	KOTA	F-7 CITY MALL A47 IPI AREA JHALAWAR RAOD 324005	25.13722222	75.85527778	25.13722222,75.85527778	KOTA	F-7 CITY MALL A47 IPI AREA JHALAWAR RAOD 324005	324005		
MAPC000296	Marda Estates MNS	JAIPUR	84/256 MADHYAM MARG MARG NEAR KV NO-5 MANSAROVER 302020	26.85611111	75.76583333	26.85611111,75.76583333	JAIPUR	84/256 MADHYAM MARG MARG NEAR KV NO-5 MANSAROVER 302020	302020		
MAPC000297	Marda Estates Tri	JAIPUR	SHOP NO.16 TRITON MALL JHOTWARA  302013	26.94138889	75.77055556	26.94138889,75.77055556	JAIPUR	SHOP NO.16 TRITON MALL JHOTWARA  302013	302013		
MAPC000283	Marda Estates Pvt .Ltd.Udaipur	Udaipur	185-186 BAPU BAZAR, Udaipur   303001	24.58444444	73.69611111	24.58444444,73.69611111	Udaipur	185-186 BAPU BAZAR, Udaipur   303001	303001		
MAPC000022	LIFE STYLE	ALWAR	93-94 JAI COMPLEX ROAD NO-2  301001	27.56888889	76.60833333	27.56888889,76.60833333	ALWAR	93-94 JAI COMPLEX ROAD NO-2  301001	301001		
MAPC000023	MADHUBAN	JAIPUR	G-13 PRATAP PLAZA PRATAP NAGAR 302018	26.80222222	75.80861111	26.80222222,75.80861111	JAIPUR	G-13 PRATAP PLAZA PRATAP NAGAR 302018	302018		
MAPC000302	MARDA APPARELS MI RD	Jaipur	Shop no.125 Opp Tanishq Near, Panch BattiMI Road-302001	26.91666667	75.80722222	26.91666667,75.80722222	Jaipur	Shop no.125 Opp Tanishq Near, Panch BattiMI Road-302001	302001		
